CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT,String,Longitude,Latitude
22634000,EASTWOOD,POINT (-122.45821472528759 37.729444002704334),DR,22634000,-122.45821472528759 37.729444002704334,-122.45821,37.72944
21335000,PETERS,POINT (-122.41929426486823 37.74535638323219),AVE,21335000,-122.41929426486823 37.74535638323219,-122.41929,37.74536
23543000,25TH,POINT (-122.38972964451604 37.75272074136319),ST,23543000,-122.38972964451604 37.75272074136319,-122.38973,37.75272
27198000,PARSONS,POINT (-122.45525254425081 37.77468690591446),ST,27198000,-122.45525254425081 37.77468690591446,-122.45525,37.77469
20687000,QUINT,POINT (-122.39311497908348 37.74090096124903),ST,20687000,-122.39311497908348 37.74090096124903,-122.39311,37.7409
22953000,15TH,POINT (-122.47109427172849 37.7395151491648),AVE,22953000,-122.47109427172849 37.7395151491648,-122.47109,37.73952
26354000,FELL,POINT (-122.44256485027677 37.773424225239104),ST,26354000,-122.44256485027677 37.773424225239104,-122.44256,37.77342
20747000,RANKIN,POINT (-122.399504117627 37.736964400383414),ST,20747000,-122.399504117627 37.736964400383414,-122.3995,37.73696
32879000,CRESTWELL,POINT (-122.47189999152071 37.75558599487136),WALK,32879000,-122.47189999152071 37.75558599487136,-122.4719,37.75559
51669000,SELBY,POINT (-122.40250322643388 37.73677679464197),ST,51669000,-122.40250322643388 37.73677679464197,-122.4025,37.73678
27104000,07TH,POINT (-122.46378152806508 37.75853818105826),AVE,27104000,-122.46378152806508 37.75853818105826,-122.46378,37.75854
52025000,SAN BRUNO,POINT (-122.40805278443364 37.735936986593344),AVE,52025000,-122.40805278443364 37.735936986593344,-122.40805,37.73594
25564000,FILBERT,POINT (-122.42252521482683 37.79969367264268),ST,25564000,-122.42252521482683 37.79969367264268,-122.42253,37.79969
22593000,FAXON,POINT (-122.46022265090714 37.716592849596225),AVE,22593000,-122.46022265090714 37.716592849596225,-122.46022,37.71659
21298000,COSO,POINT (-122.41723985073605 37.74571773788745),AVE,21298000,-122.41723985073605 37.74571773788745,-122.41724,37.74572
21117000,MULLEN,POINT (-122.40812457228357 37.74646518389328),AVE,21117000,-122.40812457228357 37.74646518389328,-122.40812,37.74647
26667000,FILLMORE,POINT (-122.4354898269245 37.79708900115959),ST,26667000,-122.4354898269245 37.79708900115959,-122.43549,37.79709
25320000,FRESNO,POINT (-122.40637260266669 37.79858871788108),ST,25320000,-122.40637260266669 37.79858871788108,-122.40637,37.79859
20668000,KIRKWOOD,POINT (-122.38995888937596 37.73816615304635),AVE,20668000,-122.38995888937596 37.73816615304635,-122.38996,37.73817
27763000,LAWTON,POINT (-122.49923422170569 37.756975727389815),ST,27763000,-122.49923422170569 37.756975727389815,-122.49923,37.75698
27468000,19TH,POINT (-122.47776694690131 37.7728636557337),AVE,27468000,-122.47776694690131 37.7728636557337,-122.47777,37.77286
33433000,ALEMANY,POINT (-122.46616467543471 37.711654547460604),BLVD,33433000,-122.46616467543471 37.711654547460604,-122.46616,37.71165
24536000,CLEMENTINA,POINT (-122.39644355689734 37.78658689923858),ST,24536000,-122.39644355689734 37.78658689923858,-122.39644,37.78659
30044000,LEAVENWORTH,POINT (-122.41348739906836 37.77999174018819),ST,30044000,-122.41348739906836 37.77999174018819,-122.41349,37.77999
27308000,ORTEGA,POINT (-122.47200757463263 37.752569818213004),ST,27308000,-122.47200757463263 37.752569818213004,-122.47201,37.75257
22302000,BELLA VISTA,POINT (-122.44737142549153 37.73793355644483),WAY,22302000,-122.44737142549153 37.73793355644483,-122.44737,37.73793
27554000,GEARY,POINT (-122.48580757598016 37.78003795321456),BLVD,27554000,-122.48580757598016 37.78003795321456,-122.48581,37.78004
25200000,POLK,POINT (-122.41992794806242 37.78682752675532),ST,25200000,-122.41992794806242 37.78682752675532,-122.41993,37.78683
27742000,LINCOLN,POINT (-122.49440249402755 37.764686191584545),WAY,27742000,-122.49440249402755 37.764686191584545,-122.4944,37.76469
54003000,TRANSBAY LOOP,POINT (-122.39588137699577 37.78722890476595),,54003000,-122.39588137699577 37.78722890476595,-122.39588,37.78723
21389000,WINDING,POINT (-122.43303323713378 37.710270563535154),WAY,21389000,-122.43303323713378 37.710270563535154,-122.43303,37.71027
51533000,MASON,POINT (-122.45014371798554 37.80473998210988),ST,51533000,-122.45014371798554 37.80473998210988,-122.45014,37.80474
22260000,GENNESSEE,POINT (-122.45115344399358 37.7323159213957),ST,22260000,-122.45115344399358 37.7323159213957,-122.45115,37.73232
27221000,GEARY,POINT (-122.4562957398636 37.78138128276327),BLVD,27221000,-122.4562957398636 37.78138128276327,-122.4563,37.78138
23878000,HENRY ADAMS,POINT (-122.40401042659126 37.7697717939164),ST,23878000,-122.40401042659126 37.7697717939164,-122.40401,37.76977
25843000,GUERRERO,POINT (-122.4244241606007 37.76862931456254),ST,25843000,-122.4244241606007 37.76862931456254,-122.42442,37.76863
25222000,PINE,POINT (-122.42049344215113 37.789620438089045),ST,25222000,-122.42049344215113 37.789620438089045,-122.42049,37.78962
27964000,MARTIN LUTHER KING JR,POINT (-122.50940219159139 37.764032735245166),DR,27964000,-122.50940219159139 37.764032735245166,-122.5094,37.76403
23141000,PORTOLA,POINT (-122.47156934110616 37.73470681082268),DR,23141000,-122.47156934110616 37.73470681082268,-122.47157,37.73471
24192000,10TH,POINT (-122.40973588936967 37.77034851695286),ST,24192000,-122.40973588936967 37.77034851695286,-122.40974,37.77035
26980000,MALLORCA,POINT (-122.43925501727517 37.80408109163914),WAY,26980000,-122.43925501727517 37.80408109163914,-122.43926,37.80408
22723000,BYXBEE,POINT (-122.46985225729819 37.71965223287409),ST,22723000,-122.46985225729819 37.71965223287409,-122.46985,37.71965
25824000,CASTRO,POINT (-122.43547195264871 37.76572747342373),ST,25824000,-122.43547195264871 37.76572747342373,-122.43547,37.76573
27728000,36TH,POINT (-122.4950823858335 37.75902813147706),AVE,27728000,-122.4950823858335 37.75902813147706,-122.49508,37.75903
25073000,MASON,POINT (-122.41081753420659 37.79183462897842),ST,25073000,-122.41081753420659 37.79183462897842,-122.41082,37.79183
24801000,DAVIS,POINT (-122.3988826627736 37.7998288875333),ST,24801000,-122.3988826627736 37.7998288875333,-122.39888,37.79983
20846000,BOWDOIN,POINT (-122.4079769264176 37.71973600123913),ST,20846000,-122.4079769264176 37.71973600123913,-122.40798,37.71974
22653000,MONTEREY,POINT (-122.45869630093553 37.73083817545631),BLVD,22653000,-122.45869630093553 37.73083817545631,-122.4587,37.73084
23695000,26TH,POINT (-122.40123195524747 37.75063188449179),ST,23695000,-122.40123195524747 37.75063188449179,-122.40123,37.75063
21745000,MISSION,POINT (-122.43646816532767 37.72246521826349),ST,21745000,-122.43646816532767 37.72246521826349,-122.43647,37.72247
26513000,CLEARY,POINT (-122.42777887094988 37.7839247354413),CT,26513000,-122.42777887094988 37.7839247354413,-122.42778,37.78392
23169000,WAWONA,POINT (-122.47744389795729 37.73736011085266),ST,23169000,-122.47744389795729 37.73736011085266,-122.47744,37.73736
50170000,ILS,POINT (-122.40453316592598 37.795749532945834),LN,50170000,-122.40453316592598 37.795749532945834,-122.40453,37.79575
22704000,VICTORIA,POINT (-122.46463422526972 37.72314268000258),ST,22704000,-122.46463422526972 37.72314268000258,-122.46463,37.72314
34170000,04TH,POINT (-122.39128424800664 37.77189717672057),ST,34170000,-122.39128424800664 37.77189717672057,-122.39128,37.7719
20892000,SOMERSET,POINT (-122.40805188814238 37.72779971174881),ST,20892000,-122.40805188814238 37.72779971174881,-122.40805,37.7278
20154000,REVERE,POINT (-122.38641847566811 37.72954271148915),AVE,20154000,-122.38641847566811 37.72954271148915,-122.38642,37.72954
23232000,23RD,POINT (-122.47984773784962 37.74099528898853),AVE,23232000,-122.47984773784962 37.74099528898853,-122.47985,37.741
33578000,UNNAMED 032,POINT (-122.4654043101667 37.74597780006335),,33578000,-122.4654043101667 37.74597780006335,-122.4654,37.74598
20489000,CARROLL,POINT (-122.39424349308102 37.72547565032597),AVE,20489000,-122.39424349308102 37.72547565032597,-122.39424,37.72548
24784000,PACIFIC,POINT (-122.40531832992413 37.79708984798959),AVE,24784000,-122.40531832992413 37.79708984798959,-122.40532,37.79709
32994000,CLAREMONT,POINT (-122.46409077511686 37.74196962096963),BLVD,32994000,-122.46409077511686 37.74196962096963,-122.46409,37.74197
32969000,WILDWOOD,POINT (-122.45820513208916 37.72758527075932),WAY,32969000,-122.45820513208916 37.72758527075932,-122.45821,37.72759
25288000,GREEN,POINT (-122.41721777135555 37.798472153903944),ST,25288000,-122.41721777135555 37.798472153903944,-122.41722,37.79847
52019000,AUGUSTA,POINT (-122.40642748470168 37.734226963940976),ST,52019000,-122.40642748470168 37.734226963940976,-122.40643,37.73423
34092000,AVENUE M,POINT (-122.3691931544595 37.82855917264142),,34092000,-122.3691931544595 37.82855917264142,-122.36919,37.82856
26205000,17TH,POINT (-122.44530943517941 37.761880442992634),ST,26205000,-122.44530943517941 37.761880442992634,-122.44531,37.76188
26090000,ROMAIN,POINT (-122.43886431196647 37.755433637956),ST,26090000,-122.43886431196647 37.755433637956,-122.43886,37.75543
50335000,RICHARD HENRY DANA,POINT (-122.41928345325945 37.80873410344193),PL,50335000,-122.41928345325945 37.80873410344193,-122.41928,37.80873
21758000,CAYUGA,POINT (-122.43880857361339 37.723601276177064),AVE,21758000,-122.43880857361339 37.723601276177064,-122.43881,37.7236
33122000,DONAHUE,POINT (-122.37127295476141 37.727562729499844),ST,33122000,-122.37127295476141 37.727562729499844,-122.37127,37.72756
24894000,ELLIS,POINT (-122.40785252027197 37.78549156022919),ST,24894000,-122.40785252027197 37.78549156022919,-122.40785,37.78549
20594000,ORDWAY,POINT (-122.40479160332525 37.719308531420566),ST,20594000,-122.40479160332525 37.719308531420566,-122.40479,37.71931
25886000,GERMANIA,POINT (-122.42852017364947 37.770917853843336),ST,25886000,-122.42852017364947 37.770917853843336,-122.42852,37.77092
20842000,ANKENY,POINT (-122.40579707423838 37.71973703559784),ST,20842000,-122.40579707423838 37.71973703559784,-122.4058,37.71974
27198000,FULTON,POINT (-122.45525254425081 37.77468690591446),ST,27198000,-122.45525254425081 37.77468690591446,-122.45525,37.77469
51877000,PORTER,POINT (-122.41822990296137 37.73357365205138),ST,51877000,-122.41822990296137 37.73357365205138,-122.41823,37.73357
23437000,40TH,POINT (-122.49792820916426 37.738332520057334),AVE,23437000,-122.49792820916426 37.738332520057334,-122.49793,37.73833
24753000,LEIDESDORFF,POINT (-122.40226452833843 37.79431575487601),ST,24753000,-122.40226452833843 37.79431575487601,-122.40226,37.79432
26752000,WEBSTER,POINT (-122.43460234440073 37.80102664048362),ST,26752000,-122.43460234440073 37.80102664048362,-122.4346,37.80103
26862000,WASHINGTON,POINT (-122.44430035186527 37.7903265225581),ST,26862000,-122.44430035186527 37.7903265225581,-122.4443,37.79033
23060000,JUNIPERO SERRA,POINT (-122.47237927964714 37.72682090016424),BLVD,23060000,-122.47237927964714 37.72682090016424,-122.47238,37.72682
27504000,GEARY,POINT (-122.47830487950851 37.78038119157487),BLVD,27504000,-122.47830487950851 37.78038119157487,-122.4783,37.78038
20566000,EXETER,POINT (-122.39900693184399 37.72130252366105),ST,20566000,-122.39900693184399 37.72130252366105,-122.39901,37.7213
24138000,FOLSOM,POINT (-122.41530838871725 37.76531463953255),ST,24138000,-122.41530838871725 37.76531463953255,-122.41531,37.76531
20667000,OAKDALE,POINT (-122.3922136607109 37.73566095943293),AVE,20667000,-122.3922136607109 37.73566095943293,-122.39221,37.73566
21820000,COLLEGE,POINT (-122.42470256172851 37.735369870616424),AVE,21820000,-122.42470256172851 37.735369870616424,-122.4247,37.73537
33365000,ESMERALDA,POINT (-122.40859103806721 37.743352793951516),AVE,33365000,-122.40859103806721 37.743352793951516,-122.40859,37.74335
24298000,TEHAMA,POINT (-122.41106944270916 37.77579380417415),ST,24298000,-122.41106944270916 37.77579380417415,-122.41107,37.77579
22876000,ALLSTON,POINT (-122.46280698679843 37.741753937731986),WAY,22876000,-122.46280698679843 37.741753937731986,-122.46281,37.74175
21999000,ONIQUE,POINT (-122.43906017586673 37.73916659338697),LN,21999000,-122.43906017586673 37.73916659338697,-122.43906,37.73917
20212000,MENDELL,POINT (-122.38921984625117 37.73585632429837),ST,20212000,-122.38921984625117 37.73585632429837,-122.38922,37.73586
22413000,GLENVIEW,POINT (-122.44787040768946 37.746914922801174),DR,22413000,-122.44787040768946 37.746914922801174,-122.44787,37.74691
22790000,SAN LEANDRO,POINT (-122.46934191390582 37.72997687553145),WAY,22790000,-122.46934191390582 37.72997687553145,-122.46934,37.72998
21839000,RANDALL,POINT (-122.42450265883416 37.739860151399874),ST,21839000,-122.42450265883416 37.739860151399874,-122.4245,37.73986
24216000,13TH,POINT (-122.41093108800985 37.76941119107984),ST,24216000,-122.41093108800985 37.76941119107984,-122.41093,37.76941
24033000,ALABAMA,POINT (-122.4120503089354 37.76164304663655),ST,24033000,-122.4120503089354 37.76164304663655,-122.41205,37.76164
26738000,BUCHANAN,POINT (-122.4328636781273 37.8007730042016),ST,26738000,-122.4328636781273 37.8007730042016,-122.43286,37.80077
24372000,MISSION,POINT (-122.41998151207322 37.76827365342923),ST,24372000,-122.41998151207322 37.76827365342923,-122.41998,37.76827
33422000,WALKWAY,POINT (-122.4642536696402 37.72315867470107),,33422000,-122.4642536696402 37.72315867470107,-122.46425,37.72316
51209000,LOMBARD,POINT (-122.45121738099523 37.797688238537404),ST,51209000,-122.45121738099523 37.797688238537404,-122.45122,37.79769
21811000,SAN JOSE,POINT (-122.43748575304194 37.73025233875096),AVE,21811000,-122.43748575304194 37.73025233875096,-122.43749,37.73025
21237000,BENTON,POINT (-122.42202732826944 37.7331404438837),AVE,21237000,-122.42202732826944 37.7331404438837,-122.42203,37.73314
22386000,MANGELS,POINT (-122.45342500483011 37.7330396174254),AVE,22386000,-122.45342500483011 37.7330396174254,-122.45343,37.73304
30063000,COTTAGE,POINT (-122.43238604573921 37.787157755855254),ROW,30063000,-122.43238604573921 37.787157755855254,-122.43239,37.78716
33351000,POPE,POINT (-122.44002456700738 37.708968580847696),ST,33351000,-122.44002456700738 37.708968580847696,-122.44002,37.70897
32990000,GLOBE,POINT (-122.45800893929996 37.73610223991014),ALY,32990000,-122.45800893929996 37.73610223991014,-122.45801,37.7361
27197000,JOHN F KENNEDY,POINT (-122.46461063958952 37.77244032875817),DR,27197000,-122.46461063958952 37.77244032875817,-122.46461,37.77244
25476000,NORTH POINT,POINT (-122.40889733683349 37.80716325231937),ST,25476000,-122.40889733683349 37.80716325231937,-122.4089,37.80716
22669000,KEYSTONE,POINT (-122.46281547401178 37.7254824122085),WAY,22669000,-122.46281547401178 37.7254824122085,-122.46282,37.72548
54155000,ASHBURTON,POINT (-122.40527891942703 37.78900969175842),PL,54155000,-122.40527891942703 37.78900969175842,-122.40528,37.78901
25898000,HAIGHT,POINT (-122.428802101837 37.772315846285444),ST,25898000,-122.428802101837 37.772315846285444,-122.4288,37.77232
23813000,BRANNAN,POINT (-122.39484031969926 37.77966274330162),ST,23813000,-122.39484031969926 37.77966274330162,-122.39484,37.77966
51252000,MACARTHUR,POINT (-122.45586336164962 37.79655465185927),AVE,51252000,-122.45586336164962 37.79655465185927,-122.45586,37.79655
34117000,GATEVIEW,POINT (-122.37282510187558 37.82926354863288),AVE,34117000,-122.37282510187558 37.82926354863288,-122.37283,37.82926
26392000,MASONIC,POINT (-122.44703980614341 37.77862230759278),AVE,26392000,-122.44703980614341 37.77862230759278,-122.44704,37.77862
25910000,OCTAVIA,POINT (-122.42419913733434 37.774336216089),ST,25910000,-122.42419913733434 37.774336216089,-122.4242,37.77434
25150000,LARKIN,POINT (-122.41761857135931 37.78377752325122),ST,25150000,-122.41761857135931 37.78377752325122,-122.41762,37.78378
27837000,32ND,POINT (-122.49195944456254 37.7759600596203),AVE,27837000,-122.49195944456254 37.7759600596203,-122.49196,37.77596
33623000,UNNAMED 042,POINT (-122.3846574639791 37.76201919965966),,33623000,-122.3846574639791 37.76201919965966,-122.38466,37.76202
25772000,21ST,POINT (-122.43561785233467 37.75608123997715),ST,25772000,-122.43561785233467 37.75608123997715,-122.43562,37.75608
23748000,CAROLINA,POINT (-122.40038916075859 37.76234644399674),ST,23748000,-122.40038916075859 37.76234644399674,-122.40039,37.76235
26200000,CLAYTON,POINT (-122.4467834035549 37.76178141382046),ST,26200000,-122.4467834035549 37.76178141382046,-122.44678,37.76178
21711000,RUSSIA,POINT (-122.43238518660381 37.71929846232338),AVE,21711000,-122.43238518660381 37.71929846232338,-122.43239,37.7193
34147000,SOUTH GATE,POINT (-122.36429427246647 37.81037587041457),RD,34147000,-122.36429427246647 37.81037587041457,-122.36429,37.81038
22298000,ARROYO,POINT (-122.44632142119585 37.74011509448757),WAY,22298000,-122.44632142119585 37.74011509448757,-122.44632,37.74012
26295000,EDGEWOOD,POINT (-122.45494608113879 37.763178701368055),AVE,26295000,-122.45494608113879 37.763178701368055,-122.45495,37.76318
21147000,CHAPMAN,POINT (-122.41194315898356 37.741742416174944),ST,21147000,-122.41194315898356 37.741742416174944,-122.41194,37.74174
